Position;Title;Publ_year
987;Галина Щербакова. Реалисты и жлобы (1997) ;1997
988;Галина Щербакова. Реалисты и жлобы (1997) ;1997
989;Василий Аксенов. Негатив положительного героя (1996) ;1996
990;Василий Аксенов. Негатив положительного героя (1996) ;1996
991;Борис Васильев. Вещий Олег (1996) ;1996
992;Андрей Лазарчук, Михаил Успенский. Посмотри в глаза чудовищ (1996) ;1996
993;Андрей Лазарчук, Михаил Успенский. Посмотри в глаза чудовищ (1996) ;1996
994;Андрей Лазарчук, Михаил Успенский. Посмотри в глаза чудовищ (1996) ;1996
995;Дмитрий Липскеров. Сорок лет Чанчжоэ (1996) ;1996
996;Александра Маринина. Не мешайте палачу (1996) ;1996
997;Александра Маринина. Не мешайте палачу (1996) ;1996
998;Александра Маринина. Не мешайте палачу (1996) ;1996
999;Александра Маринина. Не мешайте палачу (1996) ;1996
1000;Александра Маринина. Светлый лик смерти (1996) ;1996
1001;Александра Маринина. Чужая маска (1996) ;1996
1002;Павел Мейлахс. Избранник (1996) // «Звезда», 2001 ;1996
1003;Виктор Пелевин. Чапаев и пустота (1996) ;1996
1004;Виктор Пелевин. Чапаев и пустота (1996) ;1996
1005;Виктор Пелевин. Чапаев и пустота (1996) ;1996
1006;Валентин Постников. Карандаш и Самоделкин в стране людоедов (1996) ;1996
1007;Валентин Постников. Карандаш и Самоделкин на Северном полюсе (1996) ;1996
1008;Валентин Постников. Карандаш и Самоделкин на Северном полюсе (1996) ;1996
1009;Валентин Постников. Карандаш и Самоделкин на Северном полюсе (1996) ;1996
1010;Валентин Постников. Удивительные похождения нечистой силы (1996) ;1996
1011;Валентин Постников. Удивительные похождения нечистой силы (1996) ;1996
1012;Валентин Постников. Удивительные похождения нечистой силы (1996) ;1996
1013;А. В. Рондарёв. Беседы о прекрасном // «Знамя» №2, 1996, 1996 ;1996
1014;Вячеслав Рыбаков. Трудно стать Богом (1996) ;1996
1015;Константин Серафимов. Экспедиция во мрак (1978-1996) ;1978
1016;Константин Серафимов. Экспедиция во мрак (1978-1996) ;1978
1017;Евгений Шкловский. Свой (1990-1996) ;1990
1018;Галина Щербакова. Год Алены (1996) ;1996
1019;Аркадий Арканов. Скорая помощь. Юмор (1985-1995) ;1985
1020;Аркадий Арканов. Скорая помощь. Юмор (1985-1995) ;1985
1021;Виктор Астафьев. Прокляты и убиты. Книга первая. Чертова яма (1995) ;1995
1022;Виктор Астафьев. Прокляты и убиты. Книга первая. Чертова яма (1995) ;1995
1023;Виктор Астафьев. Прокляты и убиты. Книга первая. Чертова яма (1995) ;1995
1024;Виктор Астафьев. Прокляты и убиты. Книга первая. Чертова яма (1995) ;1995
1025;Виктор Астафьев. Прокляты и убиты. Книга первая. Чертова яма (1995) ;1995
1026;И. М. Дьяконов. Книга воспоминаний. Глава седьмая (1932-1933) (1995) ;1995
1027;Борис Екимов. Высшая мера (1995) ;1995
1028;Александр Кабаков. Последний герой (1994-1995) ;1994
1029;Александр Кабаков. Последний герой (1994-1995) ;1994
1030;Михаил Козаков. Актерская книга (1978-1995) ;1978
1031;Михаил Козаков. Актерская книга (1978-1995) ;1978
1032;Михаил Козаков. Актерская книга (1978-1995) ;1978
1033;Михаил Козаков. Актерская книга (1978-1995) ;1978
1034;Михаил Козаков. Актерская книга (1978-1995) ;1978
1035;Андрей Лазарчук. Все, способные держать оружие... (1995) ;1995
1036;Андрей Лазарчук. Все, способные держать оружие... (1995) ;1995
1037;Андрей Лазарчук. Все, способные держать оружие... (1995) ;1995
1038;Андрей Лазарчук. Все, способные держать оружие... (1995) ;1995
